,Descripción,Lote,Dias al Vencimiento,Depósito Padre,cajas_x_pallets,Fecha de Vencimiento,SKU,Cajas Disponibles
354,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R250923                       ,239,      CDLDC,144,6/21/2024,6030050071               ,5904.0
355,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R260823                       ,209,       CDPI,144,5/22/2024,6030050071               ,2261.0
356,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R260923                       ,240,      CDLDC,144,6/22/2024,6030050071               ,6192.0
357,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R300623                       ,152,    CDCDCO1,144,3/26/2024,6030050071               ,0.0
358,"MAYO,CADA DIA,RVL,12,500 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R310823                       ,214,       CDPI,144,5/27/2024,6030050071               ,1584.0
359,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R091023                       ,253,       CDGD,272,7/5/2024,6030050069               ,2788.0
360,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R101023                       ,254,       CDGD,272,7/6/2024,6030050069               ,6800.0
361,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R101023                       ,254,       CDVM,272,7/6/2024,6030050069               ,0.0
362,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R111023                       ,255,       CDGD,272,7/7/2024,6030050069               ,7344.0
363,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R111023                       ,255,       CDVM,272,7/7/2024,6030050069               ,2720.0
364,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R120923                       ,226,      CDLDC,272,6/8/2024,6030050069               ,0.0
365,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R121023                       ,256,       CDVM,272,7/8/2024,6030050069               ,9818.0
366,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R130923                       ,227,      CDLDC,272,6/9/2024,6030050069               ,0.0
367,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R131023                       ,257,       CDGD,272,7/9/2024,6030050069               ,7150.0
368,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R131023                       ,257,       CDVM,272,7/9/2024,6030050069               ,1632.0
369,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R140923                       ,228,      CDLDC,272,6/10/2024,6030050069               ,0.0
370,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R150923                       ,229,      CDLDC,272,6/11/2024,6030050069               ,0.0
371,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R160923                       ,230,      CDLDC,272,6/12/2024,6030050069               ,0.0
372,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R171023                       ,261,       CDGD,272,7/13/2024,6030050069               ,8160.0
373,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R181023                       ,262,       CDVM,272,7/14/2024,6030050069               ,10608.0
374,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R190723                       ,171,    CDCDCO1,272,4/14/2024,6030050069               ,0.0
375,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R191023                       ,263,       CDGD,272,7/15/2024,6030050069               ,5440.0
376,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R191023                       ,263,       CDVM,272,7/15/2024,6030050069               ,4624.0
377,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R200923                       ,234,      CDLDC,272,6/16/2024,6030050069               ,0.0
378,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R210923                       ,235,      CDLDC,272,6/17/2024,6030050069               ,0.0
379,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R211023                       ,265,       CDVM,272,7/17/2024,6030050069               ,4352.0
380,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R220923                       ,236,      CDLDC,272,6/18/2024,6030050069               ,0.0
381,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R230923                       ,237,      CDLDC,272,6/19/2024,6030050069               ,0.0
382,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R250723                       ,177,    CDCDCO1,272,4/20/2024,6030050069               ,792.0
383,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R250923                       ,239,      CDLDC,272,6/21/2024,6030050069               ,0.0
384,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R260923                       ,240,      CDLDC,272,6/22/2024,6030050069               ,0.0
385,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R270923                       ,241,      CDLDC,272,6/23/2024,6030050069               ,506.0
386,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R280723                       ,180,       CDGD,272,4/23/2024,6030050069               ,204.0
387,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R280923                       ,242,    CDCDCO1,272,6/24/2024,6030050069               ,7344.0
388,"MAYO,CADA DIA,RVL,20,125 CC,L.G,SH,ST (SIN TAPA),ESP,M.I./AR",R290923                       ,243,      CDLDC,272,6/25/2024,6030050069               ,3574.0
389,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R010823                       ,184,    CDVMZPA,108,4/27/2024,6030050072               ,0.0
390,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R020823                       ,185,       CDPI,108,4/28/2024,6030050072               ,3635.0
391,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R020823                       ,185,    CDVMZPA,108,4/28/2024,6030050072               ,0.0
392,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R030823                       ,186,    CDVMZPA,108,4/29/2024,6030050072               ,3932.0
393,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R040823                       ,187,       CDPI,108,4/30/2024,6030050072               ,2484.0
394,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R040823                       ,187,    CDVMZPA,108,4/30/2024,6030050072               ,2484.0
395,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R050823                       ,188,       CDPI,108,5/1/2024,6030050072               ,2648.0
396,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R110923                       ,225,       CDGD,108,6/7/2024,6030050072               ,0.0
397,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R110923                       ,225,      CDLDC,108,6/7/2024,6030050072               ,162.0
398,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R120923                       ,226,      CDLDC,108,6/8/2024,6030050072               ,4428.0
399,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R130923                       ,227,      CDLDC,108,6/9/2024,6030050072               ,4104.0
400,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R140923                       ,228,      CDLDC,108,6/10/2024,6030050072               ,4212.0
401,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R150923                       ,229,      CDLDC,108,6/11/2024,6030050072               ,4212.0
402,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R160923                       ,230,      CDLDC,108,6/12/2024,6030050072               ,2268.0
403,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R180923                       ,232,      CDLDC,108,6/14/2024,6030050072               ,864.0
404,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R210723                       ,173,    CDCDCO1,108,4/16/2024,6030050072               ,371.0
405,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R240723                       ,176,    CDVMZPA,108,4/19/2024,6030050072               ,0.0
406,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R250723                       ,177,       CDGD,108,4/20/2024,6030050072               ,720.0
407,"MAYO,CADA DIA,RVL,8,1000 CC,L.G,DP,CT,ESP,MERCADO INTERNO",R250723                       ,177,    CDVMZPA,108,4/20/2024,6030050072               ,0.0
408,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",110623                        ,163,       CDGD,260,4/6/2024,6030040040               ,37.0
409,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",110623                        ,163,    CDCDCO1,260,4/6/2024,6030040040               ,0.0
410,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",160823                        ,229,       CDGD,260,6/11/2024,6030040040               ,3.0
411,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",160823                        ,229,       CDVM,260,6/11/2024,6030040040               ,0.0
412,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",160823                        ,229,    CDCDCF1,260,6/11/2024,6030040040               ,2068.0
413,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",160823                        ,229,    CDCDCO1,260,6/11/2024,6030040040               ,608.0
414,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",230823                        ,242,       CDVM,260,6/24/2024,6030040040               ,0.0
415,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,238,       CDGD,260,6/20/2024,6030040040               ,1740.0
416,"MAYO,MAYOLIVA,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,238,       CDVM,260,6/20/2024,6030040040               ,0.0
417,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140623                        ,166,    CDCDCO1,144,4/9/2024,6030040007               ,0.0
418,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",160823                        ,229,       CDGD,144,6/11/2024,6030040007               ,1039.0
419,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",160823                        ,229,       CDVM,144,6/11/2024,6030040007               ,12513.0
420,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",160823                        ,229,    CDCDCF1,144,6/11/2024,6030040007               ,910.0
421,"MAYO,MAYOLIVA,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",160823                        ,229,    CDCDCO1,144,6/11/2024,6030040007               ,58.0
422,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",110623                        ,163,    CDCDCO1,272,4/6/2024,6030040073               ,0.0
423,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,238,       CDGD,272,6/20/2024,6030040073               ,457.0
424,"MAYO,MAYOLIVA,L.G,20,125 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",250823                        ,238,       CDVM,272,6/20/2024,6030040073               ,1308.0
425,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",250823                        ,238,       CDVM,108,6/20/2024,6030040057               ,2119.0
426,"MAYO,MAYOLIVA,L.G,8,950 CC,DP,CT,ESP,M.I./ARL",250823                        ,238,    CDCDCF1,108,6/20/2024,6030040057               ,228.0
427,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",110923                        ,195,    CDCDCF1,60,5/8/2024,6030010227               ,1064.0
428,"MAYO,NATURA,RVL 31%,1504,8 CC,SH,ST (SIN TAPA),ESP,M.I./ARL",220823                        ,175,    CDCDCF1,60,4/18/2024,6030010227               ,0.0
429,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010723                        ,153,       CDGD,260,3/27/2024,6030010007               ,0.0
430,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010723                        ,153,       CDPI,260,3/27/2024,6030010007               ,20954.0
431,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010723                        ,153,    CDCDCO1,260,3/27/2024,6030010007               ,0.0
432,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010723                        ,153,    CDVMZPA,260,3/27/2024,6030010007               ,30171.0
433,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010823                        ,184,    CDVMZPA,260,4/27/2024,6030010007               ,12480.0
434,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010923                        ,215,      CDLDC,260,5/28/2024,6030010007               ,9131.0
435,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010923                        ,215,    CDCDCF1,260,5/28/2024,6030010007               ,27710.0
436,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",010923                        ,215,    CDCDCO1,260,5/28/2024,6030010007               ,4680.0
437,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",011023                        ,245,       CDGD,260,6/27/2024,6030010007               ,16960.0
438,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",011023                        ,245,       CDVM,260,6/27/2024,6030010007               ,776.0
439,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",040823                        ,187,    CDCDCO1,260,4/30/2024,6030010007               ,3640.0
440,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",040823                        ,187,    CDVMZPA,260,4/30/2024,6030010007               ,18720.0
441,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",051023                        ,249,       CDGD,260,7/1/2024,6030010007               ,14560.0
442,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",051023                        ,249,       CDVM,260,7/1/2024,6030010007               ,1586.0
443,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",060923                        ,220,       CDPI,260,6/2/2024,6030010007               ,31200.0
444,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",060923                        ,220,    CDCDCF1,260,6/2/2024,6030010007               ,7800.0
445,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",060923                        ,220,    CDCDCO1,260,6/2/2024,6030010007               ,3640.0
446,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",060923                        ,220,    CDVMZPA,260,6/2/2024,6030010007               ,6240.0
447,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",070823                        ,190,    CDCDCO1,260,5/3/2024,6030010007               ,9360.0
448,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",070823                        ,190,    CDVMZPA,260,5/3/2024,6030010007               ,18718.0
449,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,251,       CDPI,260,7/3/2024,6030010007               ,18720.0
450,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,251,       CDVM,260,7/3/2024,6030010007               ,1560.0
451,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,251,    CDCDCO1,260,7/3/2024,6030010007               ,3640.0
452,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",071023                        ,251,    CDVMZPA,260,7/3/2024,6030010007               ,24960.0
453,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",080923                        ,222,       CDGD,260,6/4/2024,6030010007               ,179.0
454,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",080923                        ,222,       CDPI,260,6/4/2024,6030010007               ,24960.0
455,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",080923                        ,222,    CDVMZPA,260,6/4/2024,6030010007               ,24960.0
456,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",100923                        ,224,       CDPI,260,6/6/2024,6030010007               ,12462.0
457,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",100923                        ,224,    CDCDCF1,260,6/6/2024,6030010007               ,4676.0
458,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",111023                        ,255,       CDVM,260,7/7/2024,6030010007               ,33800.0
459,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",111023                        ,255,    CDVMZPA,260,7/7/2024,6030010007               ,18720.0
460,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",121023                        ,256,       CDPI,260,7/8/2024,6030010007               ,49920.0
461,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",121023                        ,256,       CDVM,260,7/8/2024,6030010007               ,14300.0
462,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",130723                        ,165,       CDPI,260,4/8/2024,6030010007               ,23210.0
463,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",130723                        ,165,    CDCDCO1,260,4/8/2024,6030010007               ,0.0
464,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",130723                        ,165,    CDVMZPA,260,4/8/2024,6030010007               ,12480.0
465,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",140823                        ,197,       CDGD,260,5/10/2024,6030010007               ,0.0
466,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",140823                        ,197,    CDCDCO1,260,5/10/2024,6030010007               ,2860.0
467,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150723                        ,167,       CDPI,260,4/10/2024,6030010007               ,24960.0
468,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150723                        ,167,    CDCDCO1,260,4/10/2024,6030010007               ,1891.0
469,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150723                        ,167,    CDVMZPA,260,4/10/2024,6030010007               ,24960.0
470,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150923                        ,229,       CDPI,260,6/11/2024,6030010007               ,49920.0
471,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150923                        ,229,       CDVM,260,6/11/2024,6030010007               ,0.0
472,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150923                        ,229,    CDCDCF1,260,6/11/2024,6030010007               ,2600.0
473,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",150923                        ,229,    CDVMZPA,260,6/11/2024,6030010007               ,6240.0
474,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",151023                        ,259,       CDVM,260,7/11/2024,6030010007               ,26520.0
475,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",151023                        ,259,    CDVMZPA,260,7/11/2024,6030010007               ,24960.0
476,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",160923                        ,230,       CDGD,260,6/12/2024,6030010007               ,0.0
477,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",160923                        ,230,       CDPI,260,6/12/2024,6030010007               ,18720.0
478,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",160923                        ,230,       CDVM,260,6/12/2024,6030010007               ,0.0
479,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",160923                        ,230,    CDCDCF1,260,6/12/2024,6030010007               ,7280.0
480,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",160923                        ,230,    CDVMZPA,260,6/12/2024,6030010007               ,18720.0
481,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",190923                        ,233,       CDGD,260,6/15/2024,6030010007               ,0.0
482,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",190923                        ,233,       CDPI,260,6/15/2024,6030010007               ,6240.0
483,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",190923                        ,233,    CDVMZPA,260,6/15/2024,6030010007               ,6238.0
484,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",220823                        ,205,    CDCDCO1,260,5/18/2024,6030010007               ,7020.0
485,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",240723                        ,176,       CDPI,260,4/19/2024,6030010007               ,56160.0
486,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",240723                        ,176,    CDVMZPA,260,4/19/2024,6030010007               ,56160.0
487,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",240823                        ,207,    CDCDCF1,260,5/20/2024,6030010007               ,2669.0
488,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",240823                        ,207,    CDVMZPA,260,5/20/2024,6030010007               ,37440.0
489,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",250622                        ,148,    CDCDCO1,260,3/22/2024,6030010007               ,0.0
490,"MAYO,NATURA,RVL 31%,L.G,12,250 CC,DP,ST (SIN TAPA),ESP,M.I./",300823                        ,213,    CDCDCF1,260,5/26/2024,6030010007               ,1300.0
491,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010723                        ,153,    CDCDCO1,144,3/27/2024,6030010019               ,1738.0
492,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010823                        ,184,    CDCDCO1,144,4/27/2024,6030010019               ,3744.0
493,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,       CDGD,144,5/28/2024,6030010019               ,0.0
494,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,       CDVM,144,5/28/2024,6030010019               ,432.0
495,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,    CDCDCF1,144,5/28/2024,6030010019               ,7728.0
496,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,    CDCDCO1,144,5/28/2024,6030010019               ,4608.0
497,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",010923                        ,215,    CDVMZPA,144,5/28/2024,6030010019               ,0.0
498,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",051023                        ,249,       CDVM,144,7/1/2024,6030010019               ,144.0
499,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",061023                        ,250,       CDGD,144,7/2/2024,6030010019               ,11178.0
500,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",061023                        ,250,       CDVM,144,7/2/2024,6030010019               ,450.0
501,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",080623                        ,130,    CDCDCO1,144,3/4/2024,6030010019               ,0.0
502,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,       CDGD,144,6/6/2024,6030010019               ,0.0
503,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,       CDPI,144,6/6/2024,6030010019               ,2286.0
504,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,       CDVM,144,6/6/2024,6030010019               ,56.0
505,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,    CDCDCF1,144,6/6/2024,6030010019               ,1440.0
506,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",100923                        ,224,    CDVMZPA,144,6/6/2024,6030010019               ,240.0
507,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",121023                        ,256,       CDVM,144,7/8/2024,6030010019               ,31536.0
508,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",130823                        ,196,    CDCDCO1,144,5/9/2024,6030010019               ,1872.0
509,"MAYO,NATURA,RVL 31%,L.G,12,500 CC,DP,CT,ESP,M.I./ARL",140923                        ,228,       CDGD,144,6/10/2024,6030010019               ,80.0
